,id,anonymous,hostProgramName,graduatingYear,isAlumni,jobTitle,program,overallScore,overall,curriculum,jobSupport,review_body,school,school_id
10,231685,0,,2015.0,1,,Software Engineer Track: In-Person,5.0,5.0,5.0,5.0,"I enjoyed my time at App Academy and would recommend it to anyone considering a career in software development. As long as you are willing to put in the hours &amp; effort, the outcome will be worth the stress. It sets you up with the skills to get a job... Read More as a developer, and since you don't pay until you're employed, the job assistance they offer at the end of the program is pretty good. I finished the course in the fall of 2015 and got a job within a few weeks, so it definitely works!Read Less",app-academy,10525
11,231696,0,,2014.0,1,Web Developer,Software Engineer Track: In-Person,5.0,5.0,5.0,5.0,"""Would you like fries with that?"" is what I would be saying if it weren't for App Academy.Instead I now say things like ""who wrote this smelly code"" and ""oh it was me"" and mostly ""thank god for stack overflow"".Since graduating from App Academy my quarterly... Read More steak consumption has increased by 400% and I don't even have to open the door to my own apartment building myself.Need I say more?Read Less",app-academy,10525
12,231700,0,UX/UI Design,2018.0,1,,User Interface Design,5.0,5.0,5.0,,"I graduated recently from the part-time UI design course at BrainStation's Vancouver campus and I can say these ten weeks flew by amazingly quick! Before starting the program I had been juggling several online courses for UX/UI design, which wasn't something... Read More that was working for me, as I felt overwhelmed with the wealth of information on the web, and felt unsure if I was learning enough of the right concepts. I think that if you're somebody who thrives under a more structured learning environment, then BrainStation will definitely enable you to get to where you'd like to be. Despite coming from a background completely unrelated to computer science or design, and starting from basically zero, I finished the course with a great portfolio piece and a solid proficiency in programs like Sketch and InVision, which are industry standard tools used in today's companies. The class was small (around 8 people) so you really get an intimate learning experience and lots of one-to-one time with the instructor, who was incredibly insightful and supportive. She makes an effort to touch base with all her students during each class and takes the time to help us through Slack if we ever need her outside of class. Each week's lesson is packed with information, but what I found most useful were the industry relevant anecdotes that Kelsey, our instructor, gave during her lessons. We learned about visual design, wireframing, and prototyping. The entire program is designed around the final project, which is something you start working on from Week 2. I would strongly recommend BrainStation to anyone who's looking to dive into the field, kickstart a new career, or even reacquaint themselves with UI concepts relevant to today's rapidly evolving industry. The skills you pick up really gives you the confidence to go forward in the next steps in your design career.Read Less",brainstation,10571
13,231741,0,Software Engineering,2018.0,1,Software Developer,Software Engineer Track: In-Person,5.0,5.0,5.0,5.0,"The weeks are rigorous and make you stretch out of your comfort zone, but by the end of the course, you will have some very impressive portfolio pieces to show off to recruiters. It's also amazing how some hard work and dedication can teach you so much... Read More in such a short amount of time. I'd recommend this course to anyone who wants to be a full stack web developer.Read Less",app-academy,10525
14,231831,0,,2016.0,1,Data Analyst,Introduction to Data Science,5.0,5.0,5.0,,"Pros: - Mentors who are already working in their field and can navigate you in right direction, so you don't have to find everything.- life long access to constantly updated material.- Office hours where one can ask any question.- Exceptional from mentors,... Read More director Raj and Kane Li.- you start with nothing and within weeks start living Data Science and can feel the significant difference.Cons:Nothing you guys are so dedicated and doing such a life changing job. So following is more of recommendation - Mentor's hour should be 20 minutes twice a week.Read Less",springboard,11035
15,231833,0,,2015.0,1,Software Engineer,Software Engineer Track: In-Person,5.0,5.0,5.0,5.0,"Attending app academy was one of the greatest decisions of my life.I was at a crossroads in my life: fresh out of college, with a vague idea of what I wanted to pursue in life, so I was studying for the GRE and always putting off to figure out the rest... Read More later.After meeting a friend who attended aA, I decided to see if programming was for me. I was instantly hooked, as it resonated with my interest in puzzles, math, and problem solving.aA itself is an amazing institution. It's pay after model makes it affordable for students like me who did not have thousands of dollars up front, but more importantly, it gives aA a vested interest in finding you not only a job upon graduation, but a high paying job. This model is vastly superior to traditional university systems, which seem to only care about billing students after graduation.aA has their program down to a science. I felt the education I got here was better than the ones friends got at GA. Not only was the education great, but the professional network and friendships I made there were worth it all by itself.Read Less",app-academy,10525
16,231848,0,,2016.0,1,UX/UI designer,Introduction to Data Science,5.0,5.0,5.0,5.0,"I had an education in Management &amp; Digital Media and was looking at UX career. I didn't know how to start and Springboard helped me a lot to realize what is this industry about and gave me an understanding that I really want to do it! The mentorship is... Read More really valuable part of the program, I'm still in touch with my mentor. I am doing a freelance work - so he is often a person I would go to for an advice! I would definitely recommend Sadok as a mentor!Springboard also update their curriculum constantly - so your skills are up to date!The course has a great value for the price!Read Less",springboard,11035
17,231936,0,,2016.0,1,Software Engineer,Software Engineer Track: In-Person,4.7,5.0,5.0,4.0,"App Academy is truly a great bootcamp. First off the bat, they are very selective so you can be sure that you are learning with people equally as motivated as you are.The curriculum is great, and it gives you plenty of opportunities to build individual... Read More projects to beef up your skill and resume. I have to say that the job search support was a bit lacking for me because there are so few people on their job search team, but we had a lot of lectures and alums coming to share information that was all very useful during my job search process. All the staff there are really nice and genuinely want you to do well - it's not just about getting you a job so you can start paying them back!I miss the rigorous schedule and the fun-filled coding days already!Read Less",app-academy,10525
18,232057,0,,2018.0,1,Developer,,5.0,5.0,5.0,5.0,"App Academy is awesome! The curriculum is fantastic and the Job Search portion teaches developers how to network, apply to openings, negotiate salary, and so much more. The TA's are all very talented and very knowledgeable. Spending upwards of 9 hours... Read More a day including weekends has created a pseudo-family between classmates. Everyone is super supportive of each other in the learning experience as well. Like Dave Meltzer, I'm going to break the 5-star system and give a/A a solid 6 stars.Read Less",app-academy,10525
19,232079,0,Software Engineering,2018.0,1,Software Developer,,5.0,5.0,5.0,,"Enrolling in AppAcademy was a chance for me to switch careers and I do not regret it. At the end of the day, it really is what you make of it. I did a lot of research on web-development and delved around in multiple free curriculums such as freeCodeCamp... Read More and TheOdinProject prior but it was hard to keep myself accountable. Due to the massive amounts of tutorials and references available through open source, I found it hard to make serious progress as I would jump from language to language, not sure of what I should learn with the limited time that I had. AppAcademy provided me structure and forced me to be disciplined and I was able to make massive progress in 3 months, much more than I ever did when I was self-studying and not fully immersing myself.I would say that most of the knowledge is picked up through pair programming. Having to work with another partner daily during the curriculum really sharpened my understanding of not only the material but my ability to articulate it to other people. You'll also learn a lot when you help your cohort mates debug and vice versa. The curriculum is very fast-paced and it is amazing how fast you feel that you can fall behind in only a day. The React/Redux portion was probably the most challenging week in the curriculum as new material is just piled onto you.Our cohort is currently in the job search curriculum so I cannot comment at the moment regarding the job search. Needless to say, I am looking forward to opening up this new chapter in my career.To answer some questions that I had when I was making the decision to enroll:- The language you learn doesn't matter. Once you are familiar with how web-development works, you realize that there are similar patterns/conventions that are fundamental to each language. Different programming languages can all achieve the same means.- Make sure you enroll ahead of the months notice that they tell you to. You do have pre-curriculum prep that you have to do before the cohort that requires at least two weeks of time. I personally went through the prep work twice before my cohort started as well as learning as much JavaScript as I could. This goes a long way between determining how stressed you feel during the lecture part of the curriculum when you're learning new materials everyday.- I did a good amount of problems on CodeWars and CodeFights and LeetCode during my preparation for the application. While it helped me learn how to problem solve, web development is actually a totally different beast! Don't get discouraged if you struggle at these tricky word problems because it doesn't mean that you can't build killer apps.BTW: Hawaiian shirts on Fridays. Learn it. Live it. Love it.Read Less",app-academy,10525
20,232111,1,,2019.0,1,,,5.0,5.0,5.0,,I felt that the curriculum was great and that it touched every part of programming that would be useful for landing that job. The only critique I may have is reorganizing the structure some of the points could be emphasized better.,app-academy,10525
21,232130,0,Software Engineering,2018.0,1,,Software Engineer Track: In-Person,5.0,5.0,5.0,5.0,"Imagine having maybe a couple hours a day to sleep to take a break and sleep for maybe 7-8 hours and working for the rest of the time. If not the complete 3 months, that is what most of my time in the last three months was like. It was actually and amazing... Read More experience though. Learning so much in such a short time is an achievement in itself.Read Less",app-academy,10525
22,232161,1,Software Engineering,2018.0,1,,Software Engineer Track: In-Person,4.7,4.0,5.0,5.0,"You know when you were a kid and you kind of thought your parents or grown ups had everything figured out? And then you grow up to realize they're pretty much winging it? Elements of App Academy feel a bit like that.To be clear, I really enjoyed App Academy... Read More and thought it was about as good as one could do trying to teach this amount of material in a very condensed period of time. But I don't think aA should remain complacent because there is definitely room for improvement. For instance, when you first arrive, you learn a bit about the TAs, some of whom may have just graduated from aA the week before. This isn't inherently a bad thing, but you do see a big disparity between TAs who have more experience and those that are hot off the presses for lack of a better term. This becomes more obvious the more you ask about topics that are tangentially related to the curriculum. I think the TAs on average tend to nail topics related to every day's projects, but if you're looking for a resource to widen your understanding of some technologies you may find yourself slightly disappointed depending on who you ask. The next element I took issue with is the check-in structure. I want to emphasize this: bootcamp students are adult humans. App Academy has a thrice daily check-in (by 9, 1:10-1:130, 3:55-4:00) that must be done on their internet to confirm that you're there. On one hand--I get it because we do pair programming for most of the day and missing out on the pairing screws over your partner for the day. On the other hand, we don't need to be treated like elementary school students and should be given at least a LITTLE more license over our education. This isn't likely to change anytime soon, so if it seems overbearing to you, keep that in mind.Assessments. The assessments are necessary but flawed... one one hand, you need to make sure students are really keeping up with their understanding of the material because if you don't understand each week or day's subject matter, you're setting yourself up for failure in the coming weeks. That said, the assessments aren't so dynamic that you can't just read the specs, learn the patterns, and pass the assessments without fundamentally understanding the core concepts. All this is to say that students that don't have a great understanding of the material can sneak through the system by memorizing patterns needed for assessments. I think they could stand to be recalibrated.The curriculum is excellent but the project instructions vary pretty drastically from day to day. Some days the projects feel clear as day and the instructions step through the material in a way that puts you and your partner in the driver's seat giving you the appropriate amount of hints/code. Other days the instructions feel really really open ended and make far too many assumptions about our prior knowledge. I could continue to nitpick details about App Academy, but at the end of the day, the students are bright, motivated, and the environment is extremely positive and supportive. While the work load at times can feel overwhelming, the TAs and your fellow students are always there to help. I would recommend App Academy to just about anybody looking to quickly get from 0 to 100 as a web developer and I would encourage aA to never stop improving.Read Less",app-academy,10525
23,232225,0,,2013.0,1,,Software Engineer Track: In-Person,5.0,5.0,5.0,5.0,"This is a response to AlanS. I took the course back in July 2013 (looks like this is the second review coming from this cohort) and as far as I'm aware, my classmates and I all received our deposits back at the end of the course as agreed upon. If you... Read More don't mind me asking, have you personally taken the course? I had an great experience at AA - I learned more in just the first month than I had on my own in a year, and I had no prior programming experience other than dabbling with online tutorials. I can confidently say that attending AA has changed my life. And I can't speak for the present, but during my class, the two lead instructors were not former students.In response to your claim that they hire on the majority of the graduates to boost placement - I can attest that this is untrue. In my cohort, the top performing student was offered a teaching assistant position, while everyone else (including myself) participated in the standard job search. I graduated in the bottom half of my class, but I did land a job I was happy with after a 2-month search. Granted, it was not an easy process, and there were many rejections along the way, but what do you expect?Not trying to be confrontational here, but from your post it sounds like you have not done your research. This program has done a lot for me personally so I feel obligated to get the facts out. I am happy to share more details about my experience; if anyone is interested just send me a message.Read Less",app-academy,10525
24,232303,1,UX/UI Design,2018.0,1,,UX Design,5.0,5.0,5.0,,"I was initially skeptical about all online courses/bootcamps, but after reading many positive reviews and experiences about Springboard, I decided to take the plunge and sign up! I'm still a quarter of the way through, but so far, I really like the experience.... Read More I'm a stay-at-home mom, it's very hard to find time to focus on myself, but the way Springboard outlines the coursework makes it very doable for my schedule. It's basically up to you in terms of how hard or how much time you want to spend in a particular area. Definitely, if you have the time, take advantage of all they have to offer, some things are optional, but definitely worth the time. The entire student community (online) is friendly and helpful, but you have to be willing to put yourself out there and not be shy to ask for help! Mentor calls have been smooth and very helpful in terms of keeping me on track, staying motivated, and for gaining supplemental information.Read Less",springboard,11035
25,232311,0,,2017.0,0,,Bootcamp Prep,5.0,5.0,5.0,5.0,"I had great experience with app academy. The interview process was intense but preparation was the key as I had to refresh all the concepts. App Academy is very rigorous bootcamp camp with an acceptance rate of less than 3%. They cover Ruby, Ruby on rails,... Read More Javascript, SQL, React and Redux in 7 weeks. The next 5 weeks are even more intensive, with 3 different projects to design and develop from scratch and job search preparation. The day starts with 2 hour lecture followed by pair programming for the rest of the day. Be prepared to spend at least 4 hrs outside classroom on homework and reading material. There is weekly assessment as well to make sure everyone is up to speed on all the concepts being taught.App Academy is not for the faint of heart. But the journey has been good far.Read Less",app-academy,10525
26,232470,0,,2018.0,1,,,5.0,5.0,5.0,5.0,"Going through App Academy's program has truly been a remarkable experience. No matter what your background is and if you're serious about starting a new career in Software Development, be prepared to be challenged 7 days a week during the main portion... Read More of the curriculum. At the end, it was all worth it! The instructional staff are very professional and are diligent about student success. They will teach you everything you need to know in short amount of time. Because of the amount of information you'll learn, it will actually FEEL like you've been in the program much longer than 3 months.Read Less",app-academy,10525
27,232664,0,,2016.0,1,Software Engineer,Software Engineer Track: In-Person,4.7,5.0,5.0,4.0,"Going in, I was a bit skeptical of it being worth the 5-digit price tag vs learning independently, but now that I'm on the other side, I can say that it was 100% worth it. The curriculum is laid out perfectly so that one can smoothly go from very little... Read More coding knowledge to being able to build a full-scale web app, in just 3 months. It is definitely challenging, but the skills that you learn are completely applicable to both the Software Engineering job search/interview, as well as on the job itself.Read Less",app-academy,10525
28,232714,0,,2015.0,1,Global Marketing Manager,Introduction to Data Science,5.0,5.0,5.0,5.0,"I participated in the UX Design School in Summer 2015 and it was one of the best career investments that I have ever made. I wanted to learn more about UX Design and User Research and found this program. The courses are just as in-depth and intensive... Read More as any MBA or graduate program. You're assigned a personal mentor to meet with once each week and guide you through the program. This is probably the best aspect of the program, since you are assigned to work with someone who is at the top of the UX Design field and lives and breathes this subject on a daily basis. It's not a case of a professor who hasn't been in the real world for several years. You're meeting with someone who is leading the way in this field. My personal mentor, Julia DeBari, was fantastic. The biggest thing to keep in mind is that what you get out of this program is based on how much work and effort you put into it. It can be easy to fall behind on course work, but if you do that you're only hurting yourself and your progress. After going through the course, I would recommend dedicating at least one weekend afternoon each week and one evening during the work week to focus on the course work and projects. This is a great program and I hope everyone who enrolls gets as much out of it as I did.Read Less",springboard,11035
29,232766,0,,2016.0,1,,Software Engineer Track: In-Person,5.0,5.0,5.0,5.0,"I just finished my coding curriculum from App Academy. I came into App Academy knowing almost nothing about coding. Although the program was quite demanding, I learned a lot and feel more confident that I can get a job in software engineering. Their program... Read More is very well organized. People are paired up within their pods and work on coding projects together the whole day. Each day has a purpose in learning different concepts and the point is for you to absorb and master programming skills as much as you can. I really liked pair programming because my partner kept me motivated and focused the entire time. And when we were stuck, TAs were available to guide us through our problems. Overall, I highly recommend App Academy to those who have no background in computer science and wish to enter the world of software engineering.Read Less",app-academy,10525
30,232910,0,,2015.0,1,,iOS Development,5.0,5.0,,,"I am enrolled in the Intro to iOS Development course and I love it! The structured classes and experienced instructors makes learning Swift much more enjoyable. The class learning style gives students the ability to learn and solve REAL WORLD problems,... Read More which is applicable to our everyday lifestyles. The instructors are personable and can guide you in the right direction. So far I am loving my investment into the iOS course :)Read Less",brainstation,10571
31,232997,0,,2016.0,1,Data Analyst,Introduction to Data Science,5.0,5.0,5.0,,"My prime goal with this course was to advance and formally train myself in data science fundamentals, apply them immediately at my work and lay a solid foundation in data science to continue on the path to become a data scientist. The course was able... Read More to deliver just that. One of the best thing about the course is the ability to connect 1:1 to an industry expert in field. This luxury is never possible with any other online course. The ability to discuss coursework, capstone, and even general data science questions, was immensely useful to me. I found Springboard's coursework to be the most well-filtered and appropriately consolidated, keep the best resources available on the internet in the syllabus. G+ community is also very resourceful, with students and mentors always eager to help. Kane, Rachel and my mentor Matt were plain awesome. After an excellent all round experience with the fundamentals course, I am actively considering getting myself enrolled in the data science intensive course.Read Less",springboard,11035
32,233011,0,,2015.0,1,,Product Management,5.0,5.0,,,"I took BrainStation's Product Management course, and it has helped me immensely in working within my technical company. As someone with a non-technical background I was often lost when listening to senior managers discuss their roles and the life cycles... Read More of our products. After taking Product Management, not only am I better able to collaborate within the team as a whole, but I have a greater understanding of many more aspects of the design and development process.Read Less",brainstation,10571
33,233012,0,Web Development,2015.0,1,,Web Development,5.0,5.0,,,"I graduated undergrad in a non tech or business related degree, but found myself naturally interested in pursuing a career in this sector. Luckily, I was able to get a position at a cool start-up but found that I was still lacking many skills to allow... Read More for career advancement. This is where I found BrainStation, and was able to learn industry best practices from fellow peers in the Tech/Business world. I took the Intro to Web Development course so I can learn a solid foundation of CSS and HTML. I had tried to teach myself how to code through online resources such as Code Academy but as soon as I got to DIVS, I no longer could absorb the online resource. Through BrainStation, my educator and TA's were all living and breathing code all day long at their respective careers and were easily approachable, accessible, and provided us real life projects and learnings. I would highly recommend this course to anyone interested in gaining new digital skills and I plan on taking the Intermediate Web Development Course in the next cohort. That's the other thing, because the courses are part-time you can still work full-time and spend your evenings learning development.Read Less",brainstation,10571
34,233013,0,,,0,,Digital Marketing,5.0,5.0,,,"I wish I had enrolled earlier. I don't have a background in digital marketing, but have always been interested in it as a career path. This course taught me the language, and industry best practices that have given me the confidence to apply for jobs... Read More I never would have in the past. The instructors were incredibly knowledgeable and really cared about the progress of the students. I felt like they really had skin in the game. The BrainStation Emissions team even helped me with the job hunt. All in all I left happy and confident and would recommend this to anyone who is looking to further develop their career or even make a change.Read Less",brainstation,10571
35,233014,0,Web Development,2015.0,1,,Web Development,5.0,5.0,,,"I had a great experience in the Intro to Web Development program. As a complete beginner to web development, I found this course to be both challenging but accessible. Throughout the course, the educators, both web developers by day, were incredibly helpful... Read More and available for support outside of the class hours, which was a huge plus for me. I was incredibly impressed by what I was able to accomplish at the end of the course. The smaller projects throughout the course really helped in preparing me to be less intimidated when it came time to create my own website at the end. I would recommend to anyone looking to add web development skills to their CV.Read Less",brainstation,10571
36,233037,0,Web Development,2016.0,1,,Web Development,5.0,5.0,5.0,,"I joined the Web Development Immersive course during the summer with a strong interest and hope for related career development. The course was very informative and the instructors and TAs were very helpful in every aspect. Learning job-ready skills in... Read More 10 weeks bootcamp can definitely be very challenging. I had to put in a lot of effort to gain the maximum out of the course even with some background in computer science. But it was very much worth it.People without science background could find it hard to catch up with the materials at times, but the TAs were very helpful and the instructors added extra sessions to help go over the materials so that everyone's on the same page.The syllabus was very well organized and the contents taught were very up-to-speed with the industrial standard. ps. They also provided snacks, energy bars and fruits. Sometimes they also had meals for special events, or left-over food from other courses, and it was soooooo good!tl;dr: great course, fantastic people, can be challenging, need a lot of effort, and delicious food!Read Less",brainstation,10571
37,233091,0,Software Engineering,2018.0,1,,Software Engineer Track: In-Person,5.0,5.0,5.0,5.0,"App academy it is by far the best place to learn programming. It is hard, but it is not impossible. It will push you. You will be breathing code 24/7. If you decide to join a/A, be ready to not do anything but code for the next couple of months",app-academy,10525
38,233097,0,,2015.0,1,,User Experience Design,5.0,5.0,,,"Pros: Great instructor (real-world and academic background). Personal project helps you apply what you've learned week-to-week. Good content with updated examples / references. Small, focused class size.Cons...Personal project idea is a MUST to get the... Read More most out of this courseNo free / discounted access to software mentioned in classSmall / focused class size makes for fewer user-testing opportunitiesRead Less",brainstation,10571
