,id,anonymous,hostProgramName,graduatingYear,isAlumni,jobTitle,program,overallScore,overall,curriculum,jobSupport,review_body,school,school_id
10,272383,1,,2020,0,Student,UX/UI Design Bootcamp,2.3,2.0,3.0,2.0,"I attended the full time UX/UI Design bootcamp at Ironhack last year. I come from a background unrelated to UX/UI Design, but wanted to make a career change. I considered different options, including studying at college, but felt like getting out there... Read More and start my career. Reading the very good reviews here at Switchup, I decided to go for Ironhack. Unfortunately, I was naive. Ironhack has a really supporting and helpful community, and the learning by doing methodology resulted in a few case studies that I could showcase in my portfolio after graduating. However, there are a few things I want an aspiring attendee to have in mind. First of all: - Ironhack advertises themselves as having a '90% placement rate 180 days after graduation'. This is very misleading. The placement rate is calculated by dividing the number of employed students / number of students looking for a job. What they don't mention is that: out of all the graduates, only 68% are job searching. And their definition of 'employed' includes Hired-in-field, Hired-out-of-field (!), Ironhack Employee, Freelancer, Internships and Entrepreneurs. In reality, it's only 50% of UX/UI Design graduates who get a job within UX/UI Design after 6 months. I graduated several months ago and only a few people out of 20 in my cohort have managed to get a job at this point. Of course covid-19 complicates everything, but I have applied for 140+ jobs (resulting in around 10 interviews), studied theory and completed unpaid internships, and it seems quite hopeless at this point. I recommend reading their number in details here https://www.ironhack.com/en/news/ironhack-student-outcomes-report-audited-by-pwc - Another point that might be implicit when applying for a 10 week bootcamp is that the education is quite shallow. We never learned how to make safe assumptions out of research data. Instead, we angled the research to fit our design idea. This was due to lack of time and lack of knowledge since we never actually learned why we did things on a deeper level. We never got any feedback on our actual design process or design thinking, only on how we presented our design. I think this is a problem since we compete with people with more education and more experience within research and design thinking. - The education was very unstructured which became really stressful. We were already expected to put in 60-70 hours a week, but the teachers rarely managed to keep the time, resulting in a huge stress since we every week had to deliver a product design and a great presentation. ... I will keep applying for jobs and refining my profile, but I would recommend anyone who considers Ironhack to think it through and be a bit skeptical.Read Less",ironhack,10828
11,276568,0,,2018,0,Senior Associate,Web Development Part-Time,1.0,1.0,1.0,1.0,"A year after completing my course, ironhack continues to charge me. I realized it after the second time, and I told the alumni contact. She tried to find me again, but Ironhack did not answer. This is stupid, you won a detractor. Never again will I reccomend... Read More Ironhack to nobodyRead Less",ironhack,10828
12,281385,0,,2021,0,,Data Analytics Bootcamp,1.0,1.0,1.0,1.0,"Dear Leadies and Gentelmen, I will share with you my terrible experience with Ironhack hoping that it will be useful to you and that you will not make the mistake I made. I also read a lot of reviews and saw very few negative ones, even ignoring them... Read More thinking that these were just exceptions, people who did not want to learn something new. But now I know they were people telling the truth. I don't want to offend anyone, I just see Ironhack as a service provider and I evaluate it as I see it. So let's begin! 1. The Teacher – Ignacio Soretas He can't speak English properly! He has a hard time understanding what we said, of course, I understand that English is not his mother language, but this is not just about pronunciation, it’s about the word combination he uses. He just lacks the ability to explain, to express himself correctly. Also, if you ask him a question, either verbal or written, he cannot understand what you are asking him, he cannot answer the question. It happened very often we asked him the same question in 1283091238901 different ways, just to understand what we are asking him and he again either says that he does not understand the questions or starts talking nonsense. Things that have nothing to do with the question. Example: Question: Hey Ignacio, how to clean this data? Answer: It’s very important to clean your data. OR I don't understand what you're asking ################################################################################################# It flows from topic to topic. Very often while talking about one topic he turns to another or goes back explaining some things he forgot to say, but we talked about them 2 hours ago and now he remembered to say them. Let me give you a similar example that will help us understand what I mean. Let's imagine that we have a task to cook a pizza. I guess most of the people reading this post know how to cook pizza and that's why I chose this example. Here's how Ignacio Soretas would explain how to cook a pizza. Example: Once you bought the dough from the store now roll it out and start making a pizza, then Michael Jackson was a very famous singer of the time, I forgot to tell you that he had no children, take the pizza out of the oven and eat. This was an example that contained words and objects that are close to our daily lives. It was easy to detect the catch, but now imagine he is talking about stuff you hear for the first time like data analysis, statistics etc... It’s impossible to understand what he means, but he left you with confusion with many questions. ################################################################################################# 2. Curriculum The simplest and most basic things we all need to know we’re not explained. Things like how to create a table (Data Frame) in Pandas (Python library used to operate with data). How to fill this table with information. How to change the values in the table and other basic stuff. The biggest downside is that they didn't teach us to THINK like a data analyst, they didn't teach us how to ask questions and how to check them, through the data, how to clean data, and many many more. ################################################################################################# Also, the exercises we had to do were not well structured and are not suitable for beginners. Task descriptions are very bad, it is difficult to understand what they want from us even for a person who is a native English speaker. Very often the exercises included tasks that were not adequate for everyday life. Things that have nothing to do with us. Difficult to assimilate and thus further complicate the understanding of the task. For example, things like some Pokemons and similar cartoon characters. We had the task to process a table with the characteristics of Pokemon and draw conclusions about them. Like ‘Who is the strongest Pokemon?’. As you can guess for people who have never seen this cartoon and have no idea about Pokemon, the difficulty of the task increases. Once because you do not understand what information the table contains and second because you do not understand how the code work, with which you are trying to process the table. It would be much better if the exercises contained things that are much closer to the problems in real life, things that we encounter every day, such as tables with information about food and so on. ################################################################################################# The lectures were nothing more than reading aloud, and there was nothing of added value. Not to mention that there were days when the lectures lasted about 4-5 hours from 9 to 14:00 in the afternoon and after such a long listening nothing remains in your head. The information should be conveyed in small steps and at small intervals, not a lot of information together. ################################################################################################# Often they said to us that if we had questions we should ask Google or our teammates and if we failed then we would ask for help from the assistant or the teacher. Well, this brings us automatically to the question if I have to ask my classmates or Google then why did I pay you more than 7K euros? ################################################################################################# SQL is the number 1 required skill to find a job as a data analyst, well we learn it only for one week… but spend 3 weeks in ML doing something that nobody understands, and nobody will hire us to make a model that we don’t understand how they work. Tableau is the number 2 required skill to find a job as a data analyst but we learn it only one day! ONLY ONE DAY, yes you read right ONLY ONE DAY! ################################################################################################# 3. Job support is even worst. I will tell you only that few months later I can’t find a job in the analytics field, and I will end there, hopefully, I helped you to understand what are the hidden costs of taking a Bootcamp at Ironhack. ################################################################################################# Of course, there are many more bullshits around them but yea, that’s enough for now. As a summary! STAY AWAY from IRONHACK! STAY AWAY from IRONHACK! Go to Udemy, Coursera, etc… and remember Data Analytics isn’t a sprint it’s a lifelong journey!Read Less",ironhack,10828
13,282201,1,,2020,0,,,1.0,1.0,1.0,1.0,"I wouldn't tell you to believe anything they tell you in the selection interview, their networking in some countries is 0. Don't choose them for the networking, career week is very basic and I was promised in the interview that they would help me in the... Read More country I was in and they have no idea about the market. The quality of study is very fast, it's not because it's a bootcamp, I did two and at Ironhack they save a lot on teachers, they would need at least 3 TA's and they have 1. The reviews on GitHub are fast, you can apply to jobs with a horrible GitHub and not know it, you leave without knowing how to make a good GitHub. Personally I complained and they ignored me and now that I have a job they write to me to use me as an example and publicity, many people who come out as an example of success in Ironhack did not get help from Ironhack. It is very expensive for what they offer. The career week is about making your CV and very basic things, we didn't improve our GitHub, there was no networking and they didn't help us at all to make a portfolio, I don't recommend it.Read Less",ironhack,10828
14,282846,1,,2021,0,,Data Analytics Bootcamp,2.3,2.0,3.0,2.0,The course is too fast. The teachers don’t really have time to help someone going through their cv and interview preparation. Deadlines overall are too short. The time and organisation necessary to work on the final and mid class project are squeezed;... Read More plus there’s no real concrete help at the end of the course for your careerRead Less,ironhack,10828
15,286654,0,,2022,0,,Data Analytics Part-Time,1.0,1.0,1.0,1.0,I was very interested in the Data Analytics Bootcamp. After long research I decided to go with Ironhack and applied. I've been contacted with someone named Ariana Quintana to have a meeting and assist me in my application. The application began smothly... Read More but slowly turned down hell when I started asking about the course and curriculum. She was very rude and said why are you asking about Tabloue? didn't you read our Syllabus? if you are interested stuyding Tablou you shouldn't have contacted us because we don't teach it. I told her but is in the Syllabus ! and questioning my intelgiance by not reading the Syllabus. eventually she saw Tablou written in the Syllabus and said I don't know why it's there but we don't teach it. At the end I had enough with this employee and her attitude and told her I am no longer interested in attending your school ! she said well we don't want people like you too. Then asked her please to no longer send me the assisment test and hanged the meeting. I urge people in charge of Ironhack to rreevaluate this employee and give her some classes on how to talk to people and if the meeting was recored please check the way she talk to see it yourself. ThanksRead Less,ironhack,10828
16,290083,0,,2021,0,,Web Development Bootcamp,1.0,1.0,1.0,1.0,"Everyone at the school is very friendly so nothing is their fault though the experience was very disappointing. They were not organized every one I came in contact with was a new employee. We were my instructor's first class ever, he had never taught... Read More before. We were supposed to have a classroom assistant and never did. We were supposed to present our final projects to local companies and never did. We were supposed to interview with local companies and that never happened. Overall it was not worth the 10k. I hoped after graduating they would help us get interviews but even after I did everything they requested I was only given 2 interviews and they were both paying $0 internships. I was trying to change careers leaving a well-paying job. I could only ever recommend this Bootcamp if you're just graduating High School and have no plans to ever go to College. Definitely do not expect any actual job opportunities or assistance after the program they will just recommend you to go to job fairs. Out of 10 people in my class, only 2 landed jobs that were on their own. One had connections from before the course and the other already had a Degree in Engineering... the rest went back to previous employment outside of Tech. DO NOT waste your money and time... if you are serious about breaking into tech take the free courses online and build projects. That is what they will tell you anyway after you graduate.Read Less",ironhack,10828
17,290085,1,,2022,0,,Web Development Bootcamp,1.0,1.0,1.0,1.0,"The company has done a good job to maintain the brand image on social image but does a pathetic job at educating and helping people change careers. All the students in my class had to work hard even after the bootcamp since most of the things covered... Read More in 9 weeks are barely enough to land a job. We had a teacher that was a past student itself, with less than a year of industry experience and the paying the price of 7500 Euros to learn from a past student wasn't worth it. The course seems deliberate and squeezed in 9 weeks for marketing purposes. I'd suggest choosing another provider over this one. The Program managers and staff and least bothered of the complaints that we write on a weekly basis. Their goal seemed to just get money out of the students and somehow have them graduated.Read Less",ironhack,10828
18,290088,1,,2022,0,,Data Analytics Bootcamp,1.3,2.0,1.0,1.0,"This was a costly online course I have ever attended. They are only looking to fill their pocket and not thinking about the student learning process at all. Classes were overcrowded, instructors were nice and so were the TA's but the content itself was... Read More very underwhelming. 9 weeks is way too little to transition into tech. Those that land a job are all that have previous coding experience and some connections with recruiters. The bootcamp in really overpriced and I wouldn't rather no recommend IronhackRead Less",ironhack,10828
19,290089,1,,2022,0,,Web Development Bootcamp,1.0,1.0,1.0,1.0,"I was a student at Ironhack BCN and the worst experience I had was with the admin staff. They're careless about the students, make too many mistakes, and it seems like they're not focused on their work or they're just useless. For such a pricey course,... Read More they should hire better staff.Read Less",ironhack,10828
20,290136,1,,2022,0,,Data Analytics Bootcamp,1.0,1.0,1.0,1.0,"There is a lot being said of Ironhack lately and hearing from most of the graduates, I had the courage to write this down. The whole bootcamp is a blatant lie. There isn't any really education, whatever is being taught is purely a marketing gimmick to... Read More show that 9 weeks is all it takes to change careers. The 9 weeks are just to get started with the basics. There are bootcamps that teach for over 20-30 weeks with the same price but the knowledge gained it far better. Do not fall into the trap that people land jobs after Ironhack like I said. Those that get a job all had some previous coding experience or the company was just a small one. The career hack was full of so many promises but lacked a lot. The career coaches have no clue on how a tech interview takes place nor have they ever applied to any tech job. My 2 cents from the entire experience would be save your money and do some Udemy courses. They are same. Ironhack boasts about it's network, but you're free to go for their meetup and events, or better go for in general tech events in your city. They are far more productive and rewarding.Read Less",ironhack,10828
21,290138,0,,2022,0,,UX/UI Design Bootcamp,1.0,1.0,1.0,1.0,"I was a student at Ironhack BCN and the worst experience I had was with the admin staff, especially the Program Manager and the General Manager. They're careless about the students, make too many mistakes, and it seems like they're not focused on their... Read More work or they're just useless. For such a pricey course, they should hire better staff and more passionate people. The teachers and TA were very hardworkingRead Less",ironhack,10828
